Année du BOPI,Numéro de pages du BOPI,Lettres alphabétiques,Noms des déposants,Numéro de classe,Numéro des pages correspondantes,ERRATA,Numéro de la marque,Renonciation totale,Renonciation partielle
1922,14,C,Compagnie Française de Machines-outils de précision (Société anonyme).,[1335],,,,,
1922,14,C,Compagnie Française des Métaux,[1781],,,,,
1922,14,C,Compagnie Française des parfums d’Orsay.,[1265],,,,,
1922,14,C,"Compagnie Française de Plumes, porte - Plumes et Crayons.","[166, 167, 325, 1112, 1321]",,,,,
1922,14,C,Compagnie Française de Porteplumes et Crayons,[406],,,,,
1922,14,C,Compagnie Française pour l'Exploitation des procédés Thomson-Houston (Société).,"[828, 1165, 1370]",,,,,
1922,14,C,Compagnie Française des produits Liebig (Société anonyme).,"[429, 1233, 1247]",,,,,
1922,14,C,Compagnie Française des vins mousseux naturels (Société anonyme),[1142],,,,,
1922,14,C,Compagnie Française des vins et mousseux naturels de Chacé.,[1239],,,,,
1922,14,C,Compagnie Franco - Américaine des Jantes en bois,[1665],,,,,
1922,14,C,Compagnie Franco-asiatique des pétroles (Société anonyme),[186],,,,,
1922,14,C,Compagnie Franco-Belge des Crayons (Société anonyme).,"[735, 1748]",,,,,
1922,14,C,Compagnie Franco-Belge Scandina (Société anonyme),[1206],,,,,
1922,14,C,Compagnie Franco - Brésilienne de Cafés (Société anonyme).,"[20, 520, 665, 838, 1800]",,,,,
1922,14,C,Compagnie du Frein Westinghouse,[681],,,,,
1922,14,C,Compagnie du gaz Clayton,[1296],,,,,
1922,14,C,Compagnie du Gaz Clayton (Société anonyme),[1815],,,,,
1922,14,C,Compagnie Générale de l’Afrique française.,"[854, 1333]",,,,,
1922,14,C,Compagnie Générale du Basalte.,[301],,,,,
1922,14,C,Compagnie Générale des Boissons gazeuses et Hygiéniques d’Alger (Raison sociale),[291],,,,,
1922,14,C,Compagnie Générale d’Électricité (Société anonyme,[1121],,,,,
1922,14,C,Compagnie Générale d’électricité,"[707, 1366]",,,,,
1922,14,C,Compagnie Générale d’Entreprises aéronautique,[1847],,,,,
1922,14,C,Compagnie Générale des Fabrications électriques.,[450],,,,,
1922,14,C,Compagnie Générale des Goudron et Bitumes (Société anonyme).,[1122],,,,,
1922,14,C,Compagnie Générale des Machines parlantes Pathé Frères.,[1818],,,,,
1922,14,C,Compagnie Générale des Machines parlantes Pathé frères (Société).,"[254, 1693, 1720]",,,,,
1922,14,C,Compagnie Générale des Taxis - Transports,[939],,,,,
1922,14,C,Compagnie Générale de Torréfaction,[1473],,,,,
1922,14,C,Page réelle.,[1563],,,,,
1922,14,C,Compagnie des Huiles Vitesse.,[1291],,,,,
1922,14,C,Compagnie des Huiles Vitesse (Société anonyme française).,[556],,,,,
1922,14,C,Compagnie Industrielle et Commerciale du Cycle et de l’Automobile,[1398],,,,,
1922,14,C,Compagnie Industrielle et Commerciale d’Exportation,[1331],,,,,
1922,14,C,Compagnie Industrielle de Mécanique Horlogère (Société Anonyme),[556],,,,,
1922,14,C,Compagnie du Lait Berna (Société anomyne),[670],,,,,
1922,14,C,Compagnie des lampes,"[555, 1336]",,,,,
1922,14,C,Compagnie des lampes (Société dite),[72],,,,,
1922,14,C,Compagnie Lincrusta - Walton française et Loréïd réunis,"[151, 1047, 1052]",,,,,
1922,14,C,"Compagnie Lorraine de Charbons, lampes et appareillages électriques (Société anonyme).","[680, 681]",,,,,
1922,14,C,Compagnie Lyonnaise de l’Afrique Équatoriale française (Société anonyme).,[1058],,,,,
1922,14,C,Compagnie des Machines parlantes Pathé frères,[1809],,,,,
1922,14,C,Compagnie Méridionale d’Alimentation (Société anonyme).,"[120, 1465]",,,,,
1922,14,C,Compagnie des Mines de la Grande Combe,[851],,,,,
1922,14,C,Compagnie des Moteurs National.,[1295],,,,,
1922,14,C,Compagnie Nationale de matières colorantes et de Produits chimiques (Société).,[1727],,,,,
1922,14,C,Compagnie Nationale de matières colorantes et de Produits chimiques (Société) anonyme).,"[827, 1809]",,,,,
1922,14,C,Compagnie Od Chem Co,[331],,,,,
1922,14,C,Compagnie d’Orient (Société Anonyme),[1767],,,,,
1922,14,C,Compagnie pour la fabrication des compteurs et matériel d'usines à gaz,[292],,,,,
1922,14,C,"Compagnie de Produits chimiques et Électrométallurgiques Alais, Froges et Camargue.","[3, 144, 549, 551, 558, 708, 998]",,,,,
1922,14,C,Compagnie des Radiateurs,[684],,,,,
1922,14,C,Compagnie Rouennaise de Linoléum (Société anonyme La).,[1097],,,,,
1922,15&16,C,<Missing page XV and XVI >,[],,,,,
1922,17,D,De Grauwe (R. Comte) De Grauwe (Ch. comte),[1394],,,,,
1922,17,D,Degron (M.),[1777],,,,,
1922,17,D,"De Guise, Colin & Cie (Société du familistère)",[560],,,,,
1922,17,D,De Gunten (H.) et Pecqueux (C.).,[148],,,,,
1922,17,D,De Haeck (dame C. J.),[1830],,,,,
1922,17,D,Dehaussy (E.).,"[590, 962]",,,,,
1922,17,D,Dehors (A. F),[1373],,,,,
1922,17,D,Dehoulle et autres (Société),[1207],,,,,
1922,17,D,Dejean (A.) et Cie.,"[1145, 1650]",,,,,
1922,17,D,Dejean et Bécamel.,[1695],,,,,
1922,17,D,Dejoint et Meyssonnier (veuve),[1303],,,,,
1922,17,D,Déjour (Th.).,"[1244, 1245]",,,,,
1922,17,D,Dejoux (dame veuve),[1347],,,,,
1922,17,D,Dejouy et autres (Société),"[596, 598, 601]",,,,,
1922,17,D,De Kasparck (dame J.),[155],,,,,
1922,17,D,Deklerk (A.),[253],,,,,
1922,17,D,Delabarre (G.J.).,[1398],,,,,
1922,17,D,De La Celle (R.).,[874],,,,,
1922,17,D,Delachanal (Société anonyme des Établissements),[452],,,,,
1922,17,D,De La Chapelle et Canat,[833],,,,,
1922,17,D,Delachaux (C.L.).,"[268, 641]",,,,,
1922,17,D,De Lachaux (E.).,[1365],,,,,
1922,17,D,Delacoste & Cie (B.),[950],,,,,
1922,17,D,Delacotte (L.),[1487],,,,,
1922,17,D,Delacour (A.),[1062],,,,,
1922,17,D,Delacour (F.),[1706],,,,,
1922,17,D,Delacre - Fanyau (M.),[996],,,,,
1922,17,D,Delacroix (Y.D.).,[1642],,,,,
1922,17,D,Delafosse (A.A).,[1822],,,,,
1922,17,D,Delage (J.),[1276],,,,,
1922,17,D,Delage (P.),[1608],,,,,
1922,17,D,Delahaye & Cie (Société),[1671],,,,,
1922,17,D,Delahoutre (P.).,"[1411, 1772]",,,,,
1922,17,D,Delaire et fils (J.).,[1630],,,,,
1922,17,D,Delalande (L.),[823],,,,,
1922,17,D,Delalonde (A.L. M.),[1680],,,,,
1922,17,D,Delalbre (L.G.).,[588],,,,,
1922,17,D,De La Loubie (R.).,[1715],,,,,
1922,17,D,Delaloye (E.),[1200],,,,,
1922,17,D,Delamarre ses fils & Cie (Société).,[1618],,,,,
1922,17,D,Delancray et Vallois (Société).,[1692],,,,,
1922,17,D,Delanema (A.L.).,[937],,,,,
1922,17,D,Delannoy (H.),[540],,,,,
1922,17,D,Delanoë (F.),[1663],,,,,
1922,17,D,De Lanversin (J.) Falcot (E.) & Cie (Société),[450],,,,,
1922,17,D,Delaoutre (Maison H.),[1741],,,,,
1922,17,D,De La Ramée (M. H.M.),[594],,,,,
1922,17,D,De Larosière (A. L.J.),[471],,,,,
1922,17,D,Delas (L.),[1396],,,,,
1922,17,D,Delassus (J.),[497],,,,,
1922,17,D,De Lassus (J.P.) et Lagarde (L. E.),[1481],,,,,
1922,17,D,Page réelle.,[1571],,,,,
1922,17,D,Delattre (A.),[73],,,,,
1922,17,D,Delattre (M.),[146],,,,,
1922,17,D,Delattre (A.).,"[418, 486]",,,,,
1922,17,D,Delaunay (Maison F.),[1299],,,,,
1922,17,D,Delaunay et autres.,[394],,,,,
1922,17,D,Delaunay et fils.,[492],,,,,
1922,17,D,"Delauné, Berger et Boudène (Société)",[383],,,,,
1922,17,D,Delauney (H.),[783],,,,,
1922,17,D,"Delaurière, Boutillier & Cie (Raison sociale).","[618, 809, 884, 1026, 1313]",,,,,
1922,17,D,De La Vaissière (J.),[832],,,,,
1922,17,D,Delavay (L.),[1460],,,,,
1922,17,D,De La Vieuxville (dame M.),[819],,,,,
1922,17,D,Delbarre (G.),[1341],,,,,
1922,17,D,Delbary (L.),[480],,,,,
1922,17,D,Delcamp (R.J.B.).,[1325],,,,,
1922,17,D,Delcamp (J.B.R.),[1618],,,,,
1922,17,D,Delcourt (X.),[305],,,,,
1922,17,D,Delearde (A.),[58],,,,,
1922,17,D,Delebecque (H.).,[230],,,,,
1922,17,D,Deleplanque & Cie (Société A.),[935],,,,,
1922,17,D,Delepoulle et autres (Société).,[150],,,,,
1922,17,D,Delescaut (A.),[1767],,,,,
1922,17,D,Delespaul-Havez.,[315],,,,,
1922,17,D,De Lesseville frères,[1363],,,,,
1922,17,D,Delétage (J.),[1140],,,,,
1922,17,D,Deleu (L.),[1367],,,,,
1922,17,D,De Leuven (dame veuve Juliette).,[1483],,,,,
1922,17,D,Page réelle.,[1573],,,,,
1922,17,D,Delfour (H.),[1326],,,,,
1922,17,D,Delfour (H.L.).,[1326],,,,,
1922,17,D,Delgütte et Ravey (Société),[1774],,,,,
1922,17,D,Delheim (P.).,"[189, 828]",,,,,
1922,17,D,Delidon (E.P.).,[1542],,,,,
1922,17,D,Delignère - Fafournoux (F.),[1431],,,,,
1922,17,D,Delivet (G.),[326],,,,,
1922,17,D,Delmary (dame M.),[1305],,,,,
1922,17,D,Delmas (F.),[114],,,,,
1922,17,D,Delmas (H.),[251],,,,,
1922,17,D,Delmas (M.),[551],,,,,
1922,17,D,Delmas (G.),[1024],,,,,
1922,17,D,Delmas (A.) et fils.,"[1503, 1645]",,,,,
1922,17,D,Delmasure (Société anonyme des anciens Établissements L.F.),[650],,,,,
1922,17,D,Delobelle et Virleux (Société).,[1744],,,,,
1922,17,D,"Deloche, Tallavignes & Cie (Société)",[1818],,,,,
1922,17,D,Deloffre - Legroux (A.),[947],,,,,
1922,17,D,Delolme (C.),[1010],,,,,
1922,17,D,De l’Ome d’Alimont (J.),[198],,,,,
1922,17,D,Delomier (G.M.C.),"[423, 757, 1094]",,,,,
1922,17,D,Delon (P.).,[589],,,,,
1922,17,D,Deloncle (H.),[1405],,,,,
1922,17,D,Deloose (H.),[489],,,,,
1922,17,D,Delor & Cie (A.).,[773],,,,,
1922,17,D,Delorme (M.).,[664],,,,,
1922,17,D,Delorme (L.P.).,[1449],,,,,
1922,17,D,Deloro Smelting & Refining Co Limited (Raison sociale),[1258],,,,,
1922,17,D,Delort (J.),[416],,,,,
1922,17,D,Delory (Société anonyme des Établissements F.).,[981],,,,,
1922,17,D,De Los Rios (P.) et Rodriguez (J.).,[462],,,,,
1922,17,D,Delostal frères.,[911],,,,,
1922,17,D,Delouche (A.),[588],,,,,
1922,17,D,Delourme-Houde.,"[409, 1078, 1079]",,,,,
1922,17,D,Delourme - Houdé (M.),"[821, 1877]",,,,,
1922,17,D,De Louvencourt (M.E.).,"[1018, 1470]",,,,,
1922,17,D,Page réelle.,[1560],,,,,
1922,17,D,Delpeuch (Société Française des aumobiles),[109],,,,,
1922,17,D,Delpey (P.).,"[811, 812]",,,,,
1922,17,D,Delpoux (F.),[39],,,,,
1922,17,D,Del Pozo et autres (Société anonyme des Établissements),[681],,,,,
1922,17,D,Delprat (J.),[7],,,,,
1922,17,D,Delpuecb (P.E.).,[949],,,,,
1922,17,D,Delpuech (A.),[1807],,,,,
1922,17,D,Delpuget et Merlet (J.) (Société).,[802],,,,,
1922,17,D,Delrue (M.),[1437],,,,,
1922,17,D,Delsol (C.G.),"[80, 459, 1635]",,,,,
1922,17,D,Delsuc (C.),[158],,,,,
1922,17,D,Delteil (L.),[1039],,,,,
1922,17,D,Deltbeil - Cluzeau (J.),[296],,,,,
1922,17,D,Delucbey et Boulan (Société),[147],,,,,
1922,17,D,Delugeau (G.) et François (A.) Société),[800],,,,,
1922,17,D,De Luzy (Société anonyme).,"[948, 1132, 1305, 1488]",,,,,
1922,17,D,Delzenne (C.) et Goguenheim (L.),[431],,,,,
1922,17,D,De Magondeau (R.),"[291, 550]",,,,,
1922,17,D,Demange (H.),[596],,,,,
1922,17,D,De Mansfreres (Société),[420],,,,,
1922,17,D,Demarez frères.,[836],,,,,
1922,17,D,De Mari (H.) et Onic (J.L.) (Société en nom collectif),[138],,,,,
1922,17,D,De Mayrena (A.).,[839],,,,,
1922,17,D,Demeester (L.).,[190],,,,,
1922,17,D,Demenge (M.),[822],,,,,
1922,17,D,De Menou (Le comte Jean-Gervais).,[1041],,,,,
1922,17,D,De Menou (demoiselle (M.),[1041],,,,,
1922,17,D,Demeron (L.),[229],,,,,
1922,17,D,De Mesmay (dame veuve M.J.).,"[318, 1237]",,,,,
1922,17,D,Demesse & Cie,"[609, 834]",,,,,
1922,17,D,De Michelis (H.).,[877],,,,,
1922,17,D,Démier (dame).,"[663, 1111]",,,,,
1922,17,D,Demmerlé (E.G.).,[568],,,,,
1922,17,D,Demonne - Blanc (C.),[942],,,,,
1922,17,D,Demont (J.),[1729],,,,,
1922,17,D,De Montcourt (R. P.),[672],,,,,
1922,17,D,De Montebello & Cie (A.),[923],,,,,
1922,17,D,Demortier (E.).,[1506],,,,,
1922,17,D,Démoulin (F.),[306],,,,,
1922,17,D,Démoulin (A.E.M. J.),"[640, 1291]",,,,,
1922,17,D,Demoussy (P.A. G.),[1685],,,,,
1922,17,D,Demurger (P.).,[1051],,,,,
1922,17,D,Demuth (R.).,"[117, 136]",,,,,
1922,17,D,De Necol Industrial Collodions Limited,[415],,,,,
1922,17,D,De Neuville & Cie (Ancienne Maison).,"[164, 289, 290]",,,,,
1922,17,D,Denhaeme (V.).,[1452],,,,,
1922,17,D,Deniau (L.),[1195],,,,,
1922,17,D,Denis (E.),[512],,,,,
1922,17,D,Denis (G.),[680],,,,,
1922,17,D,Denis (P.),[1511],,,,,
1922,17,D,Denis (F.),[1767],,,,,
1922,17,D,Denis frères,[102],,,,,
1922,17,D,Denis frères (Société anonyme Société).,"[1484, 1492]",,,,,
1922,17,D,"Denis (J.), Mounié & Cie",[1359],,,,,
1922,17,D,"Denis, Puy & Cie.",[1254],,,,,
1922,17,D,Denisot (G.),[961],,,,,
1922,17,D,Denisot (Société anonyme La Brosserie).,"[832, 942, 1341]",,,,,
1922,17,D,Denit (J.),[1685],,,,,
1922,17,D,Denker et Diedrichs (Société),[503],,,,,
1922,17,D,Denneulin (G.).,[1410],,,,,
1922,17,D,Denny & Sons Limited (Société H.),[761],,,,,
1922,17,D,Dénomination Commerciale Comptoir Textile du Nord,[1587],,,,,
1922,17,D,Page réelle.,[1597],,,,,
1922,17,D,Dentifrices Bi Oxyne (Société anonyme des).,[1635],,,,,
1922,17,D,De Odhams Press Limited Sundries Départaient,[720],,,,,
1922,17,D,Depardieu (M.).,[302],,,,,
1922,17,D,Depasse (H.),[1785],,,,,
1922,17,D,De Pénanros fils et Garres (veuve) (Société Anonyme des Établissements),[1067],,,,,
1922,17,D,"De Picard, Durrand & Cie (Société)",[1360],,,,,
1922,17,D,De Pindray (A.).,[1579],,,,,
1922,17,D,Dépo (J.),[855],,,,,
1922,17,D,Depoit (A.A.A.).,[348],,,,,
1922,17,D,Depoorter et Rency (Association en participation),[348],,,,,
1922,17,D,Dépôt de l’Auto Omnia (Société anonyme),[1163],,,,,
1922,17,D,Dépôt des Tuileries et Briqueteries de la Marne,[683],,,,,
1922,17,D,De Pourtalès (B.).,[1242],,,,,
1922,17,D,De Préville et autres,"[145, 165, 1774, 1817]",,,,,
1922,17,D,De Préville (X.) et autres,[1727],,,,,
1922,17,D,De Préville Engelhardt - Usureau & Cie.,[854],,,,,
1922,17,D,Deprez (E.M.).,[293],,,,,
1922,17,D,Deprez (L.),[1245],,,,,
1922,17,D,De Queyriaux (J. H. Ferdinand) dit Fernand,[4],,,,,
1922,17,D,Dequidt (H.C.).,[315],,,,,
1922,17,D,Deraedt (M.),[60],,,,,
1922,17,D,Deraeve (M.),[72],,,,,
1922,17,D,De Raimond (J.).,"[611, 914]",,,,,
1922,17,D,De Rancourt et fils (Ch.),[1180],,,,,
1922,17,D,De Reboul (M.) et Cie,[1243],,,,,
1922,17,D,Derenne (A.),[1058],,,,,
1922,17,D,"Derepas, Carrier & Cie (Société).","[1365, 1470]",,,,,
1922,17,D,Deribaucourt (J.) et Sardet (C.).,"[807, 1208, 1440, 1610]",,,,,
1922,17,D,Derickxsen (L.).,[1661],,,,,
1922,17,D,De Ricqlès (Société anonyme).,"[724, 726, 1498]",,,,,
1922,17,D,Derisbourg (H.F.).,[1620],,,,,
1922,17,D,Dérivés chimiques du Bois (Société anonyme),[851],,,,,
1922,17,D,Dermendjieff (P.).,[725],,,,,
1922,17,D,Derome (Société les fils de A.).,[596],,,,,
1922,17,D,Deroo (A.) et Sayerce (A.),[1186],,,,,
1922,17,D,Derosières (P.),"[70, 94]",,,,,
1922,17,D,Deroubaix (A.).,[1620],,,,,
1922,17,D,De Rouduitzka (dame A.),[1061],,,,,
1922,17,D,Derousseaux et De Tonge (Société).,[1261],,,,,
1922,17,D,De Roux (E.),[903],,,,,
1922,17,D,De Rumford et Jouhet (J.) (Société),[828],,,,,
1922,17,D,Desagneaux (P.).,[268],,,,,
1922,17,D,"Desailly (M.), Barbet, Thenet et Val (A.) (Société)",[1172],,,,,
1922,17,D,De St-Martin (J.) et Chabrolle (Société),[856],,,,,
1922,17,D,De St-Périer (U.).,[537],,,,,
1922,17,D,Desaize et Piot (Société),[254],,,,,
1922,17,D,De Saleta d’Opoul (Guillermo),[1298],,,,,
1922,17,D,De Salignac & Cie (Raison sociale Louis),[1842],,,,,
1922,17,D,De Salviac de Viel Castel (P.L.V.).,[812],,,,,
1922,17,D,Desart (H.M.F.).,[85],,,,,
1922,17,D,Desaulnay (A.A.).,[657],,,,,
1922,17,D,Desbordes &. Cie (H.),"[1873, 1874]",,,,,
1922,17,D,Desbrisay & Company (Société M.),[721],,,,,
1922,17,D,Descamps (R.).,[1717],,,,,
1922,17,D,Descarpentries - Petit (J.B.H.de),[446],,,,,
1922,17,D,Descas père et fils.,[729],,,,,
1922,17,D,Deschamps (G.).,[73],,,,,
1922,17,D,Deschamps (J.).,[215],,,,,
1922,17,D,Deschamps (A.).,[400],,,,,
1922,17,D,Deschamps (L.E.).,[482],,,,,
1922,17,D,Deschamps (L.B. E.),"[1019, 1136]",,,,,
1922,17,D,Deschamps (E.).,"[1214, 1507]",,,,,
1922,17,D,Deschamps (L.).,[1221],,,,,
1922,17,D,Descher et autres.,[113],,,,,
1922,17,D,Deschiens (E.).,"[28, 29]",,,,,
1922,17,D,Deschiens (V.A.).,"[99, 215, 256, 1720]",,,,,
1922,17,D,Descours et Arsac (Raison sociale).,[1229],,,,,
1922,17,D,Descours et Genthon (Société anonyme),[755],,,,,
1922,17,D,Desfontaine (dame veuve Léon),[1008],,,,,
1922,17,D,Desfrançais - Chabanolle (A.L.).,[1201],,,,,
1922,17,D,Desfray (A.),[1721],,,,,
1922,17,D,Desgranges (G.G. A.),[1647],,,,,
1922,17,D,Desguez fils (H.).,[858],,,,,
1922,17,D,Desjours & Cie (Société).,"[713, 716, 860]",,,,,
1922,17,D,"Deslandes (G.),  Frédéric (G.) & Cie","[5, 17]",,,,,
1922,17,D,Desliens (C.),[752],,,,,
1922,17,D,Desloge et autres.,[1207],,,,,
1922,17,D,Desmarais frères (Société).,"[264, 514, 642, 764, 901]",,,,,
1922,17,D,Desmaret (J.) et Desmaret (M.).,[1298],,,,,
1922,17,D,Desmaret (M.) et Desmaret (J.).,[1298],,,,,
1922,17,D,Desmarquoy (L.E. B.).,"[1198, 1200, 1213]",,,,,
1922,17,D,Desmazières Drino.,[43],,,,,
1922,18,D,Desmettre (E.).,[1301],,,,,
1922,18,D,Desmis (J.L.P.).,[1606],,,,,
1922,18,D,Desmoires (A.).,[333],,,,,
1922,18,D,Desmonts (A.).,[1504],,,,,
1922,18,D,Desnoix et Debuchy,[632],,,,,
1922,18,D,Desnos (J.L.),[502],,,,,
1922,18,D,Desnous (Julie).,[1440],,,,,
1922,18,D,Desnoyers (E.).,[1095],,,,,
1922,18,D,Desombre (Société H. et G.),[1702],,,,,
1922,18,D,De Soria (R.).,"[1489, 1829]",,,,,
1922,18,D,De Soria et autres (R.),[427],,,,,
1922,18,D,De Souza et fils (Société L.),[1228],,,,,
1922,18,D,Des Pallières (A.) et Des Pallières (Ch.),"[4, 671, 174]",,,,,
1922,18,D,Des Pallières (Ch.) et Des Pallières (A.),"[4, 671, 174]",,,,,
1922,18,D,Despax (M.),[1014],,,,,
1922,18,D,Despax (dame A.).,[1670],,,,,
1922,18,D,Despeaux et Fenaille (Anciens Établissements).,[999],,,,,
1922,18,D,Despinoy (J.),[1236],,,,,
1922,18,D,Desprez & Cie (Société H.),[1784],,,,,
1922,18,D,Desprez et Place.,[457],,,,,
1922,18,D,Desroches (J.) et Chambrot (F.F.),[612],,,,,
1922,18,D,Desrousseaux (M. H.J.),[1457],,,,,
1922,18,D,Desrousseaux (M.),[1796],,,,,
1922,18,D,Dessaigne (P.).,[740],,,,,
1922,18,D,Dessapt - Joubert (R.),[41],,,,,
1922,18,D,Dessaux et Carpentier (Société des anciens Établissements).,[1239],,,,,
1922,18,D,Dessertenne (F. H.),[283],,,,,
1922,18,D,Destienne (C.),[484],,,,,
1922,18,D,Destin et Aubey (Société),[1379],,,,,
1922,18,D,Destombes & Cie (Société Pierre).,"[1098, 1406, 1436]",,,,,
1922,18,D,Destouches (J.).,[273],,,,,
1922,18,D,Desurmont & Cie.,[638],,,,,
1922,18,D,Desurmont et fils (Paul),[503],,,,,
1922,18,D,Desurmont et fils (Société Paul).,[1758],,,,,
1922,18,D,Desurmont Joireet fils (Société).,[1632],,,,,
1922,18,D,Deshayes frères.,[1200],,,,,
1922,18,D,Desiennes (L.).,[572],,,,,
1922,18,D,Desvaux (G.) et Dr Blaizot (L.) et Blaizot (P.),[294],,,,,
1922,18,D,Détaint (E.),[1462],,,,,
1922,18,D,Page réelle.,[1552],,,,,
1922,18,D,De Tassigny (L.).,[987],,,,,
1922,18,D,De Tenet (J.) et De Georges (Ed.),[885],,,,,
1922,18,D,De Tissier (L.L.).,[1637],,,,,
1922,18,D,De Tonge et Derousseaux (Société),[1261],,,,,
1922,18,D,Detourbe (M.),"[74, 1257, 1481, 1699, 1757]",,,,,
1922,18,D,Detrez (R.),[1627],,,,,
1922,18,D,Detrois (E.).,"[1688, 1830]",,,,,
1922,18,D,Détry (E.).,"[16, 961, 702]",,,,,
1922,18,D,Détry et Remy,[1749],,,,,
1922,18,D,Deutsche (Société les fils de A.) (de la Meurthe),[142],,,,,
1922,18,D,Deutsche Erdôl Aktien Gesellschaft (Société).,[304],,,,,
1922,18,D,Deutsche Gold und Silber Scheide ansltat vormals Roessler (Société),[967],,,,,
1922,18,D,Deutsche Maschinenbau Vertriebs Gesellschaft mit Beschränkter Haftung (Société dite),[147],,,,,
1922,18,D,Deutsche Nähmaschinen Fabrik Von Jos. Wertheim Act. Ges. (Société),[749],,,,,
1922,18,D,Deutsche Werke Aktiengesellschaft,[1126],,,,,
1922,18,D,Deutz d’Arragon (R.).,[1006],,,,,
1922,18,D,Devaux (F.),[230],,,,,
1922,18,D,Développement des applications de l’électricité (Société pour le).,[1753],,,,,
1922,18,D,De Venoge & Cie.,"[1412, 1413, 1414, 1415, 1416, 1804]",,,,,
1922,18,D,"Devidal, Girinot et Vial (Société).",[1228],,,,,
1922,18,D,De Villeneuve (Société nouvelle des chaux et ciments H.),[349],,,,,
1922,18,D,De Villepreux (J.).,[693],,,,,
1922,18,D,Devillers (L.).,"[98, 1078]",,,,,
1922,18,D,Devillers - Crème (J.J.H.),[252],,,,,
1922,18,D,Devilliers (E.),[394],,,,,
1922,18,D,Devinck (O.),[752],,,,,
1922,18,D,Devinck (Société du Chocolat).,[766],,,,,
1922,18,D,De Virginia de Castro et Almeida et Alberto Figueira Jardim,[1685],,,,,
1922,18,D,Devivier (dame J.).,[1789],,,,,
1922,18,D,Devocht (C.),[480],,,,,
1922,18,D,Devoto et Caucha-ner (Société).,[1693],,,,,
1922,18,D,De Vriès (J.),[1635],,,,,
1922,18,D,De Waldeck (E.).,[390],,,,,
1922,18,D,Dewar (J.) & Sons Limited,[1313],,,,,
1922,18,D,Dewulf & Cie,[746],,,,,
1922,18,D,Dextre et autres (Société),[562],,,,,
1922,18,D,De Zangroniz & Cie,[89],,,,,
1922,18,D,Dezeaux (F.),[601],,,,,
1922,18,D,D’Hédenne,[1354],,,,,
1922,18,D,Dhinaut (dame G.) et Dhinaut (H.).,[42],,,,,
1922,18,D,Dhinaut (H.) et Dhinaut (dame G.),[42],,,,,
1922,18,D,Dhombres (M.).,"[1676, 1808]",,,,,
1922,18,D,Diana Karenne.,[818],,,,,
1922,18,D,Dibos (P.),[955],,,,,
1922,18,D,Dick et fils (SociétéS.),"[151, 167]",,,,,
1922,18,D,"Dickson, Walrave & Cie (Société).",[232],,,,,
1922,18,D,Dide (E.E.A.).,[1738],,,,,
1922,18,D,Didier,[327],,,,,
1922,18,D,Didier (G.),[421],,,,,
1922,18,D,Didier (T.),[558],,,,,
1922,18,D,Didier - Mérillon (J.),[1401],,,,,
1922,18,D,Diéderichs Soieries (Société).,"[975, 1301, 1432, 1788]",,,,,
1922,18,D,Diedrichs et Denker (Société).,[503],,,,,
1922,18,D,Diep-Luc,[210],,,,,
1922,18,D,Diétiker (O.).,"[1332, 1333]",,,,,
1922,18,D,Diétrich & Cie (Maison de),[908],,,,,
1922,18,D,Dietsch (F.).,[1681],,,,,
1922,18,D,Dieulafé (P.).,"[846, 995]",,,,,
1922,18,D,Dieux et autres (Société).,"[319, 1440]",,,,,
1922,18,D,Diez Hermanos.,[1801],,,,,
1922,18,D,Diligeon (É.),[1624],,,,,
1922,18,D,Diomo,[1246],,,,,
1922,18,D,Dion (E.),[1093],,,,,
1922,18,D,Dion-Bouton (Société anonyme des Établissements de).,"[383, 905]",,,,,
1922,18,D,Dion-Boutron (Société anonyme des Établissements),[1007],,,,,
1922,18,D,Dion et Lavoine.,[942],,,,,
1922,18,D,Dionis (Raison sociale),[1170],,,,,
1922,18,D,Dipas (E.),"[603, 974, 1527]",,,,,
1922,18,D,Dirringer et Robin (L.) (Société).,[531],,,,,
1922,18,D,Dispans (demoiselle J.),[1750],,,,,
1922,18,D,Distillerie Bonal (Société anonyme de la),[1107],,,,,
1922,18,D,Distillerie des Bouches du Rhône Henri Marone,[131],,,,,
1922,18,D,Distillerie Cde Brun-Pérod & Cie,[1412],,,,,
1922,18,D,Distillerie de la Liqueur Bénédictine de l'Abbaye de Fécamp (Société anonyme de la),"[1033, 1034, 1181, 1182]",,,,,
1922,18,D,Distillerie Moderne (Société anonyme de la).,[475],,,,,
1922,18,D,Distillerie de Saint-Révérend,[1441],,,,,
1922,18,D,Distillerie du Semeur (Société anonyme),[1445],,,,,
1922,18,D,Distillerie Simon ainé (Société anonyme),[1613],,,,,
1922,18,D,Distillerie Tentatation (Société de la),[1501],,,,,
1922,18,D,Distilleries de la Madelon,[162],,,,,
1922,18,D,Divolis (A.),[1524],,,,,
1922,18,D,Dixon Crucible Co (Société dite : J.),[54],,,,,
1922,18,D,Dixon (J.) sons & Taylor,[1292],,,,,
1922,18,D,Djemil (Société anonyme française des produits et parfums,[1791],,,,,
1922,18,D,Dobbie Mc Innes and Clyde Limited (Société dite),[170],,,,,
1922,18,D,Docks Bragards (Société anonyme des),[361],,,,,
1922,18,D,Docks Rémois (Société anonyme des),[36],,,,,
1922,18,D,Docor Grazaille (Société anonyme),[1252],,,,,
1922,18,D,Dr André Gigon & Cie (Société),[1618],,,,,
1922,18,D,Dr Athané (U.).,[527],,,,,
