Année du BOPI,Numéro de pages du BOPI,Lettres alphabétiques,Chiffres des marques,Dénomination des marques,Emblême,Numéro de classe,Numéro des pages correspondantes,ERRATA,Numéro de la marque,Renonciation totale,Renonciation partielle
1922,99,H,,id.,,14,1816,,,,
1922,99,H,,Hermine cream avec dessin. ;,,58,950,,,,
1922,99,H,,Herminol (Décambouisseur),,14,1816,,,,
1922,99,H,,Herminol avec hermine (Dessin),,14,1816,,,,
1922,99,H,,Hremitage (Extrait concentré de la menthe de l').,,79,590,,,,
1922,99,H,,"Hermitine., .",,79,178,,,,
1922,99,H,,Hermo-Iodine .,,79,962,,,,
1922,99,H,,Hermosura avec dessin. ,,58,1703,,,,
1922,99,H,,Héron avec dessin.,,47,195,,,,
1922,99,H,,Herse (La) avec dessin.,,74,670,,,,
1922,99,H,,Hertzog (A.).,,79,1687,,,,
1922,99,H,,"Hervé (J.).,.",,10,374,,,,
1922,99,H,,Heudebert.,,7bis,1507,,,,
1922,99,H,,Heudebert (Produits). ,,7bis,1507,,,,
1922,99,H,,Heure bleue (L’) sur un flacon (Dessin),,58,689,,,,
1922,99,H,,Heure exquise (Chocolat de F).,,66,917,,,,
1922,99,H,,Heure du Thé (L’),,58,460,,,,
1922,99,H,,Heure troublante,,58,1489,,,,
1922,99,H,,Hève (Blanc de la).,,33,1458,,,,
1922,100,H,,Hévé Mill Alfa. ,,72,629,,,,
1922,100,H,,Hexriver ,,66,876,,,,
1922,100,H,,H. F. S. dans un triangle,,59,82,,,,
1922,100,H,,H. G. et F. avec dauphin (Dessin),,68,1802,,,,
1922,100,H,,HH,,22,1519,,,,
1922,100,H,,H. H. avec étoile (Dessin),,8,1083,,,,
1922,100,H,,id.,,11,1083,,,,
1922,100,H,,H H sur un cachet (Dessin),,53,1526,,,,
1922,100,H,,Hibari,,58,308,,,,
1922,100,H,,Hiberna,,22,1052,,,,
1922,100,H,,Hibou (Dessin).,,9,186,,,,
1922,100,H,,id.,,53,947,,,,
1922,100,H,,Hier,,58,80,,,,
1922,100,H,,Highlander (The),,59,1406,,,,
1922,100,H,,High life (The).,,42,1630,,,,
1922,100,H,,High-life,,49,1825,,,,
1922,100,H,,Hilton’s,,29,712,,,,
1922,100,H,,Himalaya,,66,431,,,,
1922,100,H,,Hindou (Crêpe).,,45,389,,,,
1922,100,H,,Hindoussaïa,,44,1482,,,,
1922,100,H,,Hiolle,,36,1459,,,,
1922,100,H,,Hipposeril,,79,409,,,,
1922,100,H,,Hipposerine,,79,409,,,,
1922,100,H,,Hipposerol,,79,409,,,,
1922,100,H,,Hippoxine,,79,736,,,,
1922,100,H,,Hire (La),,66,1743,,,,
1922,100,H,,Hir’mic,,58,44,,,,
1922,100,H,,Hirondelle (Al’) avec dessin et R. L,,51,78,,,,
1922,100,H,,Hirondelle avec dessin,,21,227,,,,
1922,100,H,,id.,,21,228,,,,
1922,100,H,,Hirondelle (Dessin),,21,228,,,,
1922,100,H,,Hirondelle avec dessin et usine.,,21,556,,,,
1922,100,H,,Hirondelle (Dessin),,32,797,,,,
1922,100,H,,Hirondelle (Bière de l’),,79,820,,,,
1922,100,H,,Hirondelle (Dessin) avec news.,,59,1062,,,,
1922,100,H,,Hirondelle tenant 1 écusson renfermant les initiales M. B. (Dessin) .,,21,72,,,,
1922,100,H,,Hirondelle (Dessin) avec swallow Chilled Shot.,,28,1008,,,,
1922,100,H,,Hirondelle Brand avec dessin,,63,1869,,,,
1922,100,H,,Hirondelles (Aux) avec dessin,,53,1405,,,,
1922,100,H,,Hirondelles et gerbes (Dessin).,,58,1348,,,,
1922,100,H,,Hirst’s (Super glacé) avec rateau (Dessin),,47,561,,,,
1922,100,H,,Hiry's,,25,1053,,,,
1922,100,H,,Hismutal,,79,1471,,,,
1922,100,H,,Hisparco,,80,1043,,,,
1922,100,H,,H. I. V,,55,15,,,,
1922,100,H,,H. J. sur deux Piques (Dessin).,,65,397,,,,
1922,100,H,,H. J,,42,649,,,,
1922,100,H,,H. J. S. dans un triangle (Dessin) avec Johnston.,,17,1783,,,,
1922,100,H,,H. L. avec foudres (Dessin),,20,37,,,,
1922,100,H,,H. M,,74,1323,,,,
1922,100,H,,H. Mallard (Remède),,79,333,,,,
1922,100,H,,"H. M. C. dans une, étoile",,1,1168,,,,
1922,100,H,,H. Montroc & C',,68,126,,,,
1922,100,H,,Hoche,,49,1825,,,,
1922,100,H,,Hochette,,78,927,,,,
1922,100,H,,Hodoul (Dr,,79,1509,,,,
1922,100,H,,Hofa (Phospha).,,71,1651,,,,
1922,100,H,,Hoff (Dr),,79,1722,,,,
1922,100,H,,Hoffer (Express levure A.),,64,1067,,,,
1922,100,H,,Hoffer (A.),,66,1069,,,,
1922,100,H,,Hoffer (Express-limonade A.).,,69,1076,,,,
1922,100,H,,Hoggar (Dragées du),,79,1187,,,,
1922,100,H,,Hoggar,,66,1356,,,,
1922,100,H,,Holandesa (La).,,64,1765,,,,
1922,100,H,,Holbe,,79,61,,,,
1922,100,H,,Hollandais (Cacao) avec dessin.,,66,1235,,,,
1922,100,H,,Hollandais Bensdorp (Cacao).,,66,1235,,,,
1922,100,H,,Hollandaise (Dessin),,66,1235,,,,
1922,100,H,,Hollande (Crème de),,64,1797,,,,
1922,100,H,,Hollandia (Chocolat),,66,19,,,,
1922,100,H,,Holophare,,40,112,,,,
1922,100,H,,Holos,,79,98,,,,
1922,100,H,,Holosine,,79,98,,,,
1922,100,H,,Holos Ther,,79,99,,,,
1922,100,H,,Holos-Ther,,79,1720,,,,
1922,100,H,,Holostine,,79,98,,,,
1922,100,H,,Homard (Le) avec dessin.,,47,233,,,,
1922,100,H,,Home,,33,1165,,,,
1922,100,H,,Homme (Buste de) (Dessin),,11,934,,,,
1922,100,H,,id.,,11,935,,,,
1922,100,H,,Homme (Tête de) (Dessin),,72,1387,,,,
1922,100,H,,id.,,16,1396,,,,
1922,100,H,,Homme tenant un panier de bouteilles et coupant dans ses vignes (Dessin),,68,22,,,,
1922,100,H,,Homme portant un poisson (Dessin),,42,40,,,,
1922,100,H,,Homme buvant (Dessin),,68,320,,,,
1922,100,H,,Homme dont la tête est remplacée par un œil dans une fenêtre (Dessin),,16,598,,,,
1922,100,H,,Homme penché sur un moteur (Dessin),,22,600,,,,
1922,100,H,,Homme étudiant les artères du front (Dessin).,,79,672,,,,
1922,100,H,,Homme manipulant un extincteur d’incendie (Dessin),,38,831,,,,
1922,100,H,,Homme tenant une affiche avec Linweave envelopes to Match (Dessin),,72,843,,,,
1922,100,H,,"Homme sonnant, tenant une affiche avec Linweave envelopes to Match (Dessin).",,72,843,,,,
1922,100,H,,Homme poussant une brouette contenant des. articles de quincaillerie (Dessin).,,17,855,,,,
1922,100,H,,Homme poussant une roue sur un globe (Dessin).,,22,856,,,,
1922,100,H,,Homme aiguisant une scie (Dessin),,47,862,,,,
1922,100,H,,Homme tissant (Dessin),,47,862,,,,
1922,100,H,,Homme cirant une chaise dont le chapeau est orné d’un drapeau américain (Dessin),,33,973,,,,
1922,100,H,,Homme jouant du tambour (Dessin),,32,1090,,,,
1922,100,H,,id.,,33,1091,,,,
1922,100,H,,Homme frappant sur l’enclume (Dessin),,52,1167,,,,
1922,100,H,,Homme buvant du bouillon (Dessin),,62,1233,,,,
1922,100,H,,Homme tenant une boîte de conserve (Dessin).,,62,1233,,,,
1922,100,H,,Homme liant des gerbes (Dessin).,,65,1234,,,,
1922,100,H,,"Homme partant à, la guerre (Dessin)",,47,1484,,,,
1922,100,H,,Homme tenant un chevreau (Dessin),,10,1517,,,,
1922,100,H,,Homme lançant le disque (Dessin).,,72,1719,,,,
1922,100,H,,Homme tenant un disque (Dessin).,,75,1809,,,,
1922,100,H,,Homme lançant une flèche (Dessin),,68,1845,,,,
1922,100,H,,Homme ailé sur un globe (Dessin),,51,1228,,,,
1922,100,H,,Hommes (Bustes de deux),,58,802,,,,
1922,100,H,,Hommes (Deux) avec la lettre B et cornue sur un réfrigérant (Dessin),,79,994,,,,
1922,100,H,,Hommes tenant une grappe de raisin (Deux) (Dessin),,42,1587,,,,
1922,100,H,,Page Réelle .,,,1597,,,,
1922,100,H,,Hommes et femmes cueillant des olives (Dessin).,,64,1605,,,,
1922,100,H,,Hommes fumant représentant les quatre races (Quatre) (Dessin),,59,1795,,,,
1922,100,H,,Homœopathie Isotoxyl .,,79,257,,,,
1922,100,H,,Honey brand avec dessin,,63,1708,,,,
1922,100,H,,Honey Dew,,63,429,,,,
1922,100,H,,id.,,59,1602,,,,
1922,100,H,,Honneurs du pied (Les),,53,199,,,,
1922,100,H,,Honor (Lessive).,,14,1334,,,,
1922,100,H,,Hopital ( Vieux marc de l’),,68,404,,,,
1922,100,H,,Hordose,,79,1367,,,,
1922,100,H,,Hortus,,70,1111,,,,
1922,100,H,,id.,,58,1305,,,,
1922,100,H,,Hosser,,51,976,,,,
1922,100,H,,Hostellia,,61,1349,,,,
1922,100,H,,Hôtel-Dieu (Baume de l’),,79,702,,,,
1922,100,H,,Hotman de Villiers (Champagne Ed. d’),,68,1538,,,,
1922,100,H,,Houbigant,,58,45,,,,
1922,100,H,,id.,,58,1267,,,,
1922,100,H,,Houbigant sur un flacon (Dessin).,,58,510,,,,
1922,100,H,,id.,,58,1763,,,,
1922,100,H,,Houdaille nivelle la route (L’amortisseur),,25,1256,,,,
1922,100,H,,Houdé (Pastilles).,,79,821,,,,
1922,100,H,,Houdé (Elixir).,,79,1877,,,,
1922,100,H,,Houdé (Granules).,,79,1877,,,,
1922,100,H,,Houppadour,,58,608,,,,
1922,100,H,,Houppettes,,58,308,,,,
1922,100,H,,Houx (Le) avec dessin,,14,553,,,,
1922,100,H,,Houzelle & C0 (Louis),,68,1840,,,,
1922,100,H,,Hovécla,,44,1823,,,,
1922,100,H,,H. P,,15,1662,,,,
1922,100,H,,H. P. sur une tête de cheval (Dessin),,79,675,,,,
1922,100,H,,H. P. avec épi de blé (Dessin),,20,855,,,,
1922,100,H,,H. P. avec éclair (Dessin),,56,1829,,,,
1922,100,H,,H. Peltier,,79,675,,,,
1922,100,H,,H. Q,,79,216,,,,
1922,100,H,,H. R,,68,123,,,,
1922,100,H,,H. R. avec flèches (Dessin),,61,155,,,,
1922,100,H,,H. R. avec ancre (Dessin),,52,1167,,,,
1922,100,H,,H. R. D,,8,549,,,,
1922,100,H,,H. S. (Laines aseptiques des docteurs),,37,151,,,,
1922,100,H,,H. S,,25,270,,,,
1922,100,H,,H. S. H. couronnés (Dessin).,,8,1120,,,,
1922,100,H,,H. S. S. dans un losange (Dessin).,,11,1086,,,,
1922,100,H,,H. T,,66,121,,,,
1922,100,H,,H. T. dans un hexagone (Dessin),,16,854,,,,
1922,100,H,,H T. N I,,8,1578,,,,
1922,100,H,,Page Réelle .,,,1588,,,,
1922,100,H,,H. U. (Levure).,,64,983,,,,
1922,100,H,,Huchette (La).,,68,476,,,,
1922,100,H,,Hudora,,32,1299,,,,
1922,100,H,,Hugo,,49,1825,,,,
1922,100,H,,Hugon (Chocolat).,,66,314,,,,
1922,100,H,,Hugues (Sirop).,,79,541,,,,
1922,100,H,,Huilafina,,9,640,,,,
1922,100,H,,Huilauto,,9,264,,,,
1922,100,H,,Huild’Or,,64,1271,,,,
1922,100,H,,Huildor,,64,1271,,,,
1922,100,H,,Huileries E. Delaunay & fils.,,9,492,,,,
1922,100,H,,Huilier (L’) avec dessin,,64,982,,,,
1922,100,H,,Huilomètre,,75,288,,,,
1922,100,H,,(N»),,13,223,,,,
1922,100,H,,8 L,,39,272,,,,
1922,100,H,,8 R,,39,272,,,,
1922,100,H,,800,,42,422,,,,
1922,100,H,,888 (No,,59,1490,,,,
1922,100,H,,Humbleoil,,9,1854,,,,
1922,100,H,,Humector,,38,1731,,,,
1922,100,H,,Humidigène,,22,904,,,,
1922,100,H,,Humigine sur une planète (Dessin).,,13,596,,,,
1922,100,H,,Hundred Sparrows avec dessin,,59,1462,,,,
1922,100,H,,Hutilbert (L’).,,72,958,,,,
1922,100,H,,Huyl,,9,264,,,,
1922,101,H,,H. V,,64,396,,,,
1922,101,H,,H. V. D. dans un losange (Dessin).,,36,1091,,,,
1922,101,H,,Hydra,,25,1480,,,,
1922,101,H,,"Hydra met en. Piles et Accus, l’électricité du meilleur cru, avec dessin",,20,1479,,,,
1922,101,H,,Hydrargol.,,79,1324,,,,
1922,101,H,,Hydrarxène,,79,540,,,,
1922,101,H,,Hydraulique (L’).,,22,1461,,,,
1922,101,H,,Page Réelle .,,,1551,,,,
1922,101,H,,"Hydrax dans un’ losange (Dessin),",,11,1332,,,,
1922,101,H,,Hydro-Kollag .,,11,1855,,,,
1922,101,H,,Hydro-lest .,,23,1462,,,,
1922,101,H,,Page Réelle .,,,1552,,,,
1922,101,H,,Hydropara,,11,1332,,,,
1922,101,H,,Hydro - Rhéoscope,,75,28,,,,
1922,101,H,,Hydroxilée (Essence),,9,550,,,,
1922,101,H,,Hydroxiline,,9,550,,,,
1922,101,H,,Hydroxyl,,9,550,,,,
1922,101,H,,Hygéose,,79,216,,,,
1922,101,H,,Hygia,,1,103,,,,
1922,101,H,,Hygiaderma (The).,,58,394,,,,
1922,101,H,,Hygie,,79,1471,,,,
1922,101,H,,Hygiéna dans un écusson (Dessin).,,78,1040,,,,
1922,101,H,,Hygiénique (L’) avec 2 croix.,,43,387,,,,
1922,101,H,,Hygiénique avec une croix (Dessin),,43,387,,,,
1922,101,H,,Hygiénique (Coco),,69,479,,,,
1922,101,H,,"Hygiénodical .,",,78,440,,,,
1922,101,H,,Hygiénoil,,9,447,,,,
1922,101,H,,Hygiéno - Protec teur (L’),,78,1186,,,,
1922,101,H,,Hygiette,,37,1258,,,,
1922,101,H,,Hygine,,79,216,,,,
1922,101,H,,Hymetta (Produit d’Auvergne).,,68,1535,,,,
1922,101,H,,Hyperbiose,,79,740,,,,
1922,101,H,,Hyperconcentrés No 2000 (Parfums),,58,117,,,,
1922,101,H,,Hypergal,,79,1656,,,,
1922,101,H,,Hyperphagocytose,,79,1114,,,,
1922,101,H,,Hypertonique du Dr Rudy,,79,1115,,,,
1922,101,H,,Hypnodoseur du ‘ Dr Rolland,,78,891,,,,
1922,101,H,,Hypnofère du Dr Williamson (Sirop pectoral).,,79,1155,,,,
1922,101,H,,Hypnos,,79,1389,,,,
1922,101,H,,Hypophosphostrontium,,79,30,,,,
1922,101,H,,Hypophydose.,,79,331,,,,
1922,101,H,,Hypowa,,16,1582,,,,
1922,101,H,,Page réelle .,,,1592,,,,
1922,101,H,,Hysope (L’) avec dessin.,,14,378,,,,
1922,101,H,,Hyssop,,14,299,,,,
1922,101,I,,I,,,,,,,
1922,101,I,,I1.,,42,41,,,,
1922,101,I,,I sur un dessin.,,20,1479,,,,
1922,101,I,,I et soleil dans un ovale (Dessin).,,44,1011,,,,
1922,101,I,,I. A. sur une am-  phore garnie de caractères étrangers (Dessin).,,47,756,,,,
1922,101,I,,laxa,,38,455,,,,
1922,101,I,,Taxa dans un cercle,,32,906,,,,
1922,101,I,,I. Balluteaud.,,68,320,,,,
1922,101,I,,Ibis ,,52,238,,,,
1922,101,I,,id.,,72,325,,,,
1922,101,I,,id.,,52,686,,,,
1922,101,I,,Ibis (L’) avec dessin,,68,885,,,,
1922,101,I,,id.,,9,1393,,,,
1922,101,I,,I. B. Rénan père & fils,,68,1414,,,,
1922,101,I,,I et C dans un écusson (Dessin).,,68,621,,,,
1922,101,I,,I. G. avec lunette (Dessin),,8,966,,,,
1922,101,I,,Icain (Amer),,68,284,,,,
1922,101,I,,I. G. Breton,,68,1413,,,,
1922,101,I,,Iconta,,75,439,,,,
1922,101,I,,I. de Rochechouard,,68,1839,,,,
1922,101,I,,Idéa,,58,1263,,,,
1922,101,I,,Idéal (L’),,43,194,,,,
1922,101,I,,id.,,16,226,,,,
1922,101,I,,Idéal (Bougies économiques),,70,253,,,,
1922,101,I,,Idéal,,59,278,,,,
1922,101,I,,id.,,59,279,,,,
1922,101,I,,Idéal (L’).,,44,305,,,,
1922,101,I,,Idéal.,,1,339,,,,
1922,101,I,,Idéal (Cachet).,,79,673,,,,
1922,101,I,,Idéal (Cachets azymes),,79,673,,,,
1922,101,I,,Idéal,,39,684,,,,
1922,101,I,,id.,,19,937,,,,
1922,101,I,,Idéal (L’).,,68,1036,,,,
1922,101,I,,id.,,16,1052,,,,
1922,101,I,,Idéal (Velours de Saint-Etienne).,,51,1094,,,,
1922,101,I,,Idéal (Le Bock).,,68,1108,,,,
1922,101,I,,Idéal,,38,1459,,,,
1922,101,I,,id.,,39,1522,,,,
1922,101,I,,id.,,74,1540,,,,
1922,101,I,,id.,,22,1754,,,,
1922,101,I,,Idéal dans un cercle,,30,271,,,,
1922,101,I,,Idéal (L’) dans un losange (Dessin).,,13,1661,,,,
1922,101,I,,Idéal (Support) avec J. G,,52,1015,,,,
1922,101,I,,Idéal Bock,,68,1411,,,,
1922,101,I,,Idéal chaussures.,,38,272,,,,
1922,101,I,,Idéal-Déesse (Alcool),,68,50,,,,
1922,101,I,,Idéal Délice,,58,1263,,,,
1922,101,I,,Idéal Horaire.,,72,166,,,,
1922,101,I,,Idéal - Marqueur (L’),,72,780,,,,
1922,101,I,,Idéal Parquet.,,38,272,,,,
1922,101,I,,Idéal Pousse Mousse,,58,912,,,,
1922,101,I,,Idéal Publicité (Mémento),,72,1775,,,,
1922,101,I,,Idéal - Tireur Grayssac,,75,1147,,,,
1922,101,I,,Idéal Vouvray avec H G dans un écusson (Dessin) ,,68,1875,,,,
1922,101,I,,Idéale,,25,384,,,,
1922,101,I,,Idéale (Lessive).,,14,553,,,,
1922,101,I,,id.,,16,827,,,,
1922,101,I,,Idéale (L’),,32,1481,,,,
1922,101,I,,id.,,19,1664,,,,
1922,101,I,,Idéale (L’) avec G. D,,59,690,,,,
1922,101,I,,Idéale Lubrifine (L’),,9,1854,,,,
1922,101,I,,Idéales (Gaufret- - tes).,,66,468,,,,
1922,101,I,,Idéaline,,58,393,,,,
1922,101,I,,id.,,64,764,,,,
1922,101,I,,Idéas (Bloc interchangeable),,72,1076,,,,
1922,101,I,,Idée de femme.,,58,658,,,,
1922,101,I,,Idem avec encadrement,,25,857,,,,
1922,101,I,,Idol fondant,,66,1023,,,,
1922,101,I,,Idylle-bouquet.,,58,1133,,,,
1922,101,I,,Idyllia (Lotion).,,58,565,,,,
1922,101,I,,Iénaphaques (Verres),,75,1775,,,,
1922,101,I,,Igiénic,,44,456,,,,
1922,101,I,,Il en faut moins.,,67,879,,,,
1922,101,I,,Il en vaut deux avec dessin,,67,1495,,,,
1922,101,I,,II est joli (Savon Rodoll),,58,1636,,,,
1922,101,I,,Ilbloc,,25,1520,,,,
1922,101,I,,Ile (Madère de l’).,,68,1277,,,,
1922,101,I,,Ile de France.,,25,681,,,,
1922,101,I,,Ile de France avec C. H,,4,1814,,,,
1922,101,I,,Ile lointaine avec dessin. ,,58,655,,,,
1922,101,I,,Iles d’Or,,66,519,,,,
1922,101,I,,Ilébon 14 1294 ïlios,,72,1185,,,,
1922,101,I,,Ille de France.,,58,1405,,,,
1922,101,I,,Iliico,,11,342,,,,
1922,101,I,,Illi Prodest Qui Fidet,,68,1360,,,,
1922,101,I,,Iltis,,11,595,,,,
1922,101,I,,Imidol. ,,79,1148,,,,
1922,101,I,,Immédia,,11,68,,,,
1922,101,I,,Immortel Quinquina (L’),,68,162,,,,
1922,101,I,,Immunase du Dr Pascal Serph.,,79,1510,,,,
1922,101,I,,Immuta,,72,781,,,,
1922,101,I,,Impalpable G. V. I. (L’),,13,416,,,,
1922,101,I,,Impar.,,78,736,,,,
1922,101,I,,Impérator,,25,499,,,,
1922,101,I,,id.,,75,538,,,,
1922,101,I,,id.,,70,1076,,,,
1922,101,I,,id.,,68,1181,,,,
1922,101,I,,Impérator (Gaillac).,,68,880,,,,
1922,101,I,,Impérator.,,37,1822,,,,
1922,101,I,,Impératrice .,,66,766,,,,
1922,101,I,,Imperfectible (L’) P. E. P.,,58,80,,,,
1922,101,I,,Impérial .,,16,226,,,,
1922,101,I,,id.,,45,1226,,,,
1922,101,I,,Impérial (Velours),,45,1227,,,,
1922,101,I,,Impérial avec couronne (Dessin).,,67,520,,,,
1922,101,I,,Impérial Ghoice Monopole .,,68,123,,,,
1922,101,I,,Impérial Club.,,62,204,,,,
1922,101,I,,Impérial Gaillac.,,68,880,,,,
1922,101,I,,Impérial Kola.,,68,956,,,,
1922,101,I,,Impérial Monopole.,,68,1772,,,,
1922,101,I,,Impérial Quality,,45,1226,,,,
1922,101,I,,Impérial Saumur,,68,1030,,,,
1922,101,I,,Impérial Select.,,68,626,,,,
1922,101,I,,Impérial Vouvray,,68,581,,,,
1922,101,I,,id.,,68,582,,,,
1922,101,I,,Impériale (L’).,,66,1022,,,,
1922,101,I,,Impériale,,69,1445,,,,
1922,101,I,,Imper Loden.,,48,1373,,,,
1922,101,I,,Imperméable (L’ enduitoile,,11,1475,,,,
1922,101,I,,Impermé-Paille .,,11,187,,,,
1922,101,I,,Importator (Porto) .,,68,986,,,,
1922,101,I,,"Importation, Production, Exportation avec pont (Dessin)",,62,951,,,,
1922,101,I,,Impregnated Safety Matches.,,12,1517,,,,
1922,101,I,,Imprégnon,,33,972,,,,
1922,101,I,,Impression Blanc d’Alsace,,44,1668,,,,
1922,101,I,,Imprex Compagnie,,62,951,,,,
1922,101,I,,Imprimés universels (Aux),,72,96,,,,
1922,101,I,,Impromptus,,62,1269,,,,
1922,101,I,,Improvisation.,,66,362,,,,
1922,101,I,,Impurless,,22,599,,,,
1922,101,I,,Imunosine Dieteticsel,,79,294,,,,
1922,101,I,,Inasol,,78,440,,,,
1922,101,I,,Inava.,,79,1809,,,,
1922,101,I,,Incassable (L’).,,27,830,,,,
1922,101,I,,Inclination .,,45,503,,,,
1922,101,I,,Incognito,,49,843,,,,
1922,101,I,,Incolor (L’),,11,747,,,,
1922,101,I,,Incomparable .,,39,193,,,,
1922,101,I,,Incomparable (L’),,25,384,,,,
1922,101,I,,Incomparable (Lessive l’),,14,553,,,,
1922,101,I,,Incomparable,,72,781,,,,
1922,101,I,,Incomparable (L’),,22,938,,,,
1922,101,I,,id.,,52,1345,,,,
1922,101,I,,Inconnue.,,68,50,,,,
1922,101,I,,Incroyable (L’).,,66,122,,,,
1922,101,I,,Incroyables (Les),,66,122,,,,
1922,101,I,,Indanthren avec I et soleil dans un ovale (Dessin).,,11,1000,,,,
1922,101,I,,id.,,44,1011,,,,
1922,101,I,,Indécollable (L’).,,11,1459,,,,
1922,101,I,,Page Réelle .,,,1549,,,,
1922,101,I,,Indécousable (L’) avec dessin,,48,562,,,,
1922,101,I,,"Indémanchable série Renard extra Paris.,.",,73,1323,,,,
1922,101,I,,Indépendence Brand.  ,,68,1027,,,,
1922,101,I,,India ( Chèvre chromée) avec dessin,,10,707,,,,
1922,101,I,,India,,79,1420,,,,
1922,101,I,,India Flower avec Indien (Dessin).,,67,159,,,,
1922,101,I,,India Gauze avec roue ailée (Dessin),,48,1128,,,,
1922,101,I,,India Lall.,,56,1346,,,,
1922,101,I,,Indian avec tête d’indien (Dessin),,25,190,,,,
1922,101,I,,Indiana,,25,1585,,,,
1922,101,I,,Page Réelle .,,,1595,,,,
1922,101,I,,Indiana (Rhum).,,68,1680,,,,
1922,101,I,,Indiana (L’).,,79,1750,,,,
1922,101,I,,Indiana (Chocolat),,66,469,,,,
1922,101,I,,Indicor. A .,,79,1247,,,,
1922,101,I,,Indien (Mastic).,,58,17,,,,
1922,101,I,,Indien (Dessin). *.,,32,150,,,,
1922,101,I,,Indien (Tête de) (Dessin).,,67,159,,,,
1922,101,I,,id.,,16,598,,,,
1922,101,I,,id.,,46,1466,,,,
1922,101,I,,Page Réelle .,,,1556,,,,
1922,101,I,,Indien (Fil).,,47,1467,,,,
1922,101,I,,Page Réelle .,,,1557,,,,
1922,101,I,,Indienne (Laine).,,44,1669,,,,
1922,101,I,,Indienne du bon Pasteur (Laine),,44,945,,,,
1922,101,I,,Indiennes (Cigarettes) .,,79,174,,,,
1922,102,I,,Indiennes Fontan (Pastilles),,66,1409,,,,
1922,102,I,,Indiola,,14,1004,,,,
1922,102,I,,Indiscret (L’).,,58,608,,,,
1922,102,I,,Indiscutable (L’).,,48,1260,,,,
1922,102,I,,Indispensable (L’),,27,647,,,,
1922,102,I,,id.,,52,653,,,,
1922,102,I,,id.,,36,861,,,,
1922,102,I,,id.,,14,1460,,,,
1922,102,I,,Page Réelle,,14,1550,,,,
1922,102,I,,id.,,38,1667,,,,
1922,102,I,,Individuel et anonyme (Livret médical),,72,926,,,,
1922,102,I,,Indre (Manufacture générale de lingerie de l’).,,49,652,,,,
1922,102,I,,"Industrie, Commerce , Agriculture (Dessin)",,62,1407,,,,
1922,102,I,,Industrie Métallurgique du Gau (L’),,32,421,,,,
1922,102,I,,Industrielles Pliantes (Caisses).,,54,354,,,,
1922,102,I,,Indy (Perles),,56,607,,,,
1922,102,I,,Indy (Pierres).,,56,1487,,,,
1922,102,I,,Inecto,,25,1457,,,,
1922,102,I,,Inédia,,58,719,,,,
1922,102,I,,id.,,21,1221,,,,
1922,102,I,,Inépuisable (L').,,72,781,,,,
1922,102,I,,Inertol,,33,271,,,,
1922,102,I,,Inès (Les Parfums d’),,58,835,,,,
1922,102,I,,Infirmière des poilus (Tisane anisée de l') avec dessin,,69,1505,,,,
1922,102,I,,Inflammable (Essence),,9,66,,,,
1922,102,I,,Infusor avec B. dans 1 triangle (Dessin),,38,1629,,,,
1922,102,I,,Ingénuities,,54,15,,,,
1922,102,I,,Inhalettes,,78,367,,,,
1922,102,I,,Inhalettes Balzamo,,78,367,,,,
1922,102,I,,Inhalo-Calcine.,,79,631,,,,
1922,102,I,,Inimitable (L’).,,48,505,,,,
1922,102,I,,Initial,,52,1760,,,,
1922,102,I,,Ink-Eau,,72,958,,,,
1922,102,I,,In Mare Via Tua.,,68,524,,,,
1922,102,I,,Inméjorable (El) avec dessin,,62,1831,,,,
1922,102,I,,Innocence,,58,1263,,,,
1922,102,I,,Innova,,72,482,,,,
1922,102,I,,id.,,66,1531,,,,
1922,102,I,,Innovation,,20,1397,,,,
1922,102,I,,Innovation dentaire ,,78,170,,,,
1922,102,I,,Innovation sport.,,60,1205,,,,
1922,102,I,,Inoc-sul,,11,1292,,,,
1922,102,I,,Inolène,,79,701,,,,
1922,102,I,,Inova,,25,557,,,,
1922,102,I,,Inox,,8,746,,,,
1922,102,I,,Inox (L’),,42,1010,,,,
1922,102,I,,id.,,42,1340,,,,
1922,102,I,,Inoxy (Buse),,52,977,,,,
1922,102,I,,Inoxyde,,42,1372,,,,
1922,102,I,,Inoxydum,,52,653,,,,
1922,102,I,,Insecte,,68,1501,,,,
1922,102,I,,id.,,68,1502,,,,
1922,102,I,,Insectocci,,70,405,,,,
1922,102,I,,Insinuation,,58,16,,,,
1922,102,I,,Inspiration,,43,422,,,,
1922,102,I,,Instantané (Shampooing) ,,58,608,,,,
1922,102,I,,Instantanée (L’).,,72,168,,,,
1922,102,I,,Institut (L’),,72,1748,,,,
1922,102,I,,Institut du Lait.,,64,1831,,,,
1922,102,I,,Institut Malourey,,79,1042,,,,
1922,102,I,,Institut National de Vaccinothérapie,,79,1809,,,,
1922,102,I,,Institut normal d’Électricité médicale et de Sérothérapie.,,79,1367,,,,
1922,102,I,,Institut Orthopédique ,,78,367,,,,
1922,102,I,,Intégral (Au lait).,,1,262,,,,
1922,102,I,,Intégral (Vase).,,78,1040,,,,
1922,102,I,,Intégral (Verre).,,78,1040,,,,
1922,102,I,,Intégral (Grès).,,29,1458,,,,
1922,102,I,,Intégrale (L’).,,22,1006,,,,
1922,102,I,,Intensia,,75,169,,,,
1922,102,I,,Intensif (Aliment sucre),,71,586,,,,
